trait_type,phenocode,pheno_sex,coding,modifier,n_cases,n_controls,heritability,description
categorical,20003,both_sexes,1141157252,"",368,394415,0.0,Treatment/medication code
categorical,20003,both_sexes,1141157264,"",238,394545,0.26087538895395423,Treatment/medication code
categorical,20003,both_sexes,1141157294,"",269,394514,0.0,Treatment/medication code
categorical,20003,both_sexes,1141157458,"",216,394567,0.0,Treatment/medication code
categorical,20003,both_sexes,1141157486,"",616,394167,0.0,Treatment/medication code
categorical,20003,both_sexes,1141162764,"",781,394002,0.0,Treatment/medication code
categorical,20003,both_sexes,1141162824,"",618,394165,0.13353532747075805,Treatment/medication code
categorical,20003,both_sexes,1141164086,"",731,394052,0.06629380999955804,Treatment/medication code
categorical,20003,both_sexes,1141164276,"",309,394474,0.0,Treatment/medication code
categorical,20003,both_sexes,1141164828,"",2646,392137,0.016138899559627152,Treatment/medication code
categorical,20003,both_sexes,1141166006,"",626,394157,0.0,Treatment/medication code
categorical,20003,both_sexes,1141167334,"",496,394287,0.09042577990213031,Treatment/medication code
categorical,20003,both_sexes,1141167594,"",1492,393291,0.04999323658028592,Treatment/medication code
categorical,20003,both_sexes,1141167932,"",300,394483,0.0,Treatment/medication code
categorical,20003,both_sexes,1141167940,"",195,394588,0.0,Treatment/medication code
categorical,20003,both_sexes,1141168122,"",216,394567,0.0,Treatment/medication code
categorical,20003,both_sexes,1141168318,"",2543,392240,0.05100378352596328,Treatment/medication code
categorical,20003,both_sexes,1141168322,"",175,394608,0.0,Treatment/medication code
categorical,20003,both_sexes,1141168554,"",529,394254,0.16516292129137253,Treatment/medication code
categorical,20003,both_sexes,1141168584,"",713,394070,0.012770680195525507,Treatment/medication code
categorical,20003,both_sexes,1141168590,"",248,394535,0.0,Treatment/medication code
categorical,20003,both_sexes,1141168680,"",461,394322,0.01402041249212551,Treatment/medication code
categorical,20003,both_sexes,1141168684,"",346,394437,0.12744888918608155,Treatment/medication code
categorical,20003,both_sexes,1141168752,"",354,394429,0.0,Treatment/medication code
categorical,20003,both_sexes,1141169520,"",342,394441,0.08756941740919157,Treatment/medication code
categorical,20003,both_sexes,1141171152,"",347,394436,0.0,Treatment/medication code
categorical,20003,both_sexes,1141171336,"",226,394557,0.09821261224361236,Treatment/medication code
categorical,20003,both_sexes,1141171496,"",173,394610,0.0,Treatment/medication code
categorical,20003,both_sexes,1141171646,"",791,393992,0.05119566922815294,Treatment/medication code
categorical,20003,both_sexes,1141171932,"",168,394615,0.011954588320177515,Treatment/medication code
categorical,20003,both_sexes,1141171948,"",1143,393640,0.03522621195856656,Treatment/medication code
categorical,20003,both_sexes,1141172918,"",284,394499,0.0,Treatment/medication code
categorical,20003,both_sexes,1141172924,"",509,394274,0.0,Treatment/medication code
categorical,20003,both_sexes,1141172928,"",448,394335,0.0,Treatment/medication code
categorical,20003,both_sexes,1141173348,"",332,394451,0.03161064351871152,Treatment/medication code
categorical,20003,both_sexes,1141174032,"",201,394582,0.0,Treatment/medication code
categorical,20003,both_sexes,1141174520,"",2410,392373,0.05873330465575352,Treatment/medication code
categorical,20003,both_sexes,1141175684,"",798,393985,0.0,Treatment/medication code
categorical,20003,both_sexes,1141175690,"",285,213303,0.0,Treatment/medication code
categorical,20003,both_sexes,1141176288,"",167,394616,0.0,Treatment/medication code
categorical,20003,both_sexes,1141176570,"",459,394324,0.0,Treatment/medication code
categorical,20003,both_sexes,1141176662,"",409,394374,0.0,Treatment/medication code
categorical,20003,both_sexes,1141176668,"",320,394463,0.0435111706918177,Treatment/medication code
categorical,20003,both_sexes,1141176732,"",302,394481,0.1440121693428549,Treatment/medication code
categorical,20003,both_sexes,1141176832,"",4685,390098,0.05710879568638243,Treatment/medication code
categorical,20003,both_sexes,1141177526,"",1325,393458,0.036488472592728936,Treatment/medication code
categorical,20003,both_sexes,1141177532,"",686,394097,0.0,Treatment/medication code
categorical,20003,both_sexes,1141177600,"",539,394244,0.0571591921777008,Treatment/medication code
categorical,20003,both_sexes,1141179914,"",221,394562,0.0,Treatment/medication code
categorical,20003,both_sexes,1141179920,"",246,394537,0.0,Treatment/medication code
categorical,20003,both_sexes,1141179974,"",436,394347,0.0,Treatment/medication code
categorical,20003,both_sexes,1141179992,"",452,394331,0.2212993377046301,Treatment/medication code
categorical,20003,both_sexes,1141180036,"",820,393963,0.02843917697894582,Treatment/medication code
categorical,20003,both_sexes,1141180140,"",342,394441,0.0,Treatment/medication code
categorical,20003,both_sexes,1141180212,"",697,394086,0.0,Treatment/medication code
categorical,20003,both_sexes,1141180226,"",308,394475,0.15925163614115398,Treatment/medication code
categorical,20003,both_sexes,1141180314,"",333,213255,0.15558079768100333,Treatment/medication code
categorical,20003,both_sexes,1141180342,"",234,394549,0.11241472566027526,Treatment/medication code
categorical,20003,both_sexes,1141180392,"",219,394564,0.0,Treatment/medication code
categorical,20003,both_sexes,1141180936,"",174,394609,0.0,Treatment/medication code
categorical,20003,both_sexes,1141181868,"",485,394298,0.017993621130390894,Treatment/medication code
categorical,20003,both_sexes,1141182628,"",994,393789,0.0,Treatment/medication code
categorical,20003,both_sexes,1141182632,"",572,394211,0.0,Treatment/medication code
categorical,20003,both_sexes,1141184726,"",211,394572,0.1468223538114484,Treatment/medication code
categorical,20003,both_sexes,1141184748,"",238,394545,0.0,Treatment/medication code
categorical,20003,both_sexes,1141185326,"",250,394533,0.0,Treatment/medication code
categorical,20003,both_sexes,1141187776,"",230,394553,0.02523282414849298,Treatment/medication code
categorical,20003,both_sexes,1141188146,"",545,394238,0.13635140183280442,Treatment/medication code
categorical,20003,both_sexes,1141188442,"",26527,368256,0.0,Treatment/medication code
categorical,20003,both_sexes,1141189090,"",143,394640,0.13069301859215898,Treatment/medication code
categorical,20003,both_sexes,1141189094,"",149,394634,0.0,Treatment/medication code
categorical,20003,both_sexes,1141190158,"",360,394423,0.034346444961718264,Treatment/medication code
categorical,20003,both_sexes,1141191044,"",16162,378621,0.07379101514618051,Treatment/medication code
categorical,20003,both_sexes,1141191748,"",231,394552,0.0,Treatment/medication code
categorical,20003,both_sexes,1141192410,"",2443,392340,0.06428995256944665,Treatment/medication code
categorical,20003,both_sexes,1141192414,"",250,394533,0.0,Treatment/medication code
categorical,20003,both_sexes,1141192736,"",2351,392432,0.03763430694865171,Treatment/medication code
categorical,20003,both_sexes,1141192740,"",729,394054,0.013739814592744247,Treatment/medication code
categorical,20003,both_sexes,1141192916,"",764,394019,0.018318962085425956,Treatment/medication code
categorical,20003,both_sexes,1141193282,"",492,394291,0.0,Treatment/medication code
categorical,20003,both_sexes,1141193346,"",228,394555,0.0,Treatment/medication code
categorical,20003,both_sexes,1141194386,"",271,394512,0.0,Treatment/medication code
categorical,20003,both_sexes,1141194794,"",22256,372527,0.030641101330000052,Treatment/medication code
categorical,20003,both_sexes,1141195232,"",278,394505,0.0,Treatment/medication code
categorical,20003,both_sexes,1141199858,"",230,394553,0.0,Treatment/medication code
categorical,20003,both_sexes,1141200004,"",819,393964,0.07783349607205432,Treatment/medication code
categorical,20003,both_sexes,1141200322,"",601,394182,0.039741496996445656,Treatment/medication code
categorical,20003,both_sexes,1141200384,"",357,394426,0.0,Treatment/medication code
categorical,20003,both_sexes,1141200564,"",324,394459,0.0,Treatment/medication code
categorical,20003,both_sexes,1187,"",5103,389680,0.01250852757191592,Treatment/medication code
categorical,20003,both_sexes,1189,"",1337,393446,0.0,Treatment/medication code
categorical,20003,both_sexes,1193,"",15001,379782,0.0,Treatment/medication code
categorical,20003,both_sexes,1195,"",1030,393753,0.0,Treatment/medication code
categorical,20003,both_sexes,1197,"",840,212748,0.0,Treatment/medication code
categorical,20003,both_sexes,1199,"",1451,393332,0.0,Treatment/medication code
categorical,20003,both_sexes,1201,"",685,394098,0.0,Treatment/medication code
categorical,20003,both_sexes,1203,"",373,394410,0.0,Treatment/medication code
categorical,20003,both_sexes,2038459704,"",600,394183,0.06407731459213509,Treatment/medication code
categorical,20003,both_sexes,2038459814,"",1039,393744,0.03558887129320208,Treatment/medication code
categorical,20003,both_sexes,2038460076,"",355,394428,0.0,Treatment/medication code
categorical,20003,both_sexes,2038460150,"",73150,321633,0.012184315105585215,Treatment/medication code
categorical,20004,both_sexes,1069,"",788,393995,0.0,Operation code
categorical,20004,both_sexes,1070,"",4145,390638,0.0547559042427963,Operation code
categorical,20004,both_sexes,1071,"",270,394513,0.1022072904607602,Operation code
categorical,20004,both_sexes,1095,"",3015,391768,0.09394126367777007,Operation code
categorical,20004,both_sexes,1096,"",739,394044,0.12681945560521288,Operation code
categorical,20004,both_sexes,1097,"",187,394596,0.0,Operation code
categorical,20004,both_sexes,1099,"",588,394195,0.013190867442858028,Operation code
categorical,20004,both_sexes,1100,"",363,394420,0.05436718450369871,Operation code
categorical,20004,both_sexes,1102,"",238,394545,0.12063427422156385,Operation code
categorical,20004,both_sexes,1104,"",289,394494,0.03691700697871703,Operation code
categorical,20004,both_sexes,1105,"",228,394555,0.07778823262152246,Operation code
categorical,20004,both_sexes,1106,"",237,394546,0.05076008551279626,Operation code
categorical,20004,both_sexes,1108,"",476,394307,0.050829593275202256,Operation code
categorical,20004,both_sexes,1109,"",347,394436,0.06466614458947101,Operation code
categorical,20004,both_sexes,1118,"",302,394481,0.0,Operation code
categorical,20004,both_sexes,1127,"",6438,388345,0.03823235183154807,Operation code
categorical,20004,both_sexes,1128,"",13685,381098,0.015268204996788014,Operation code
categorical,20004,both_sexes,1129,"",2346,392437,0.02034415805551603,Operation code
categorical,20004,both_sexes,1130,"",2409,392374,0.0,Operation code
categorical,20004,both_sexes,1195,"",263,394520,0.0,Operation code
categorical,20004,both_sexes,1197,"",2238,392545,0.07391504164405792,Operation code
categorical,20004,both_sexes,1199,"",631,394152,0.0,Operation code
categorical,20004,both_sexes,1207,"",891,180304,0.03712632637843585,Operation code
categorical,20004,both_sexes,1208,"",1262,179933,0.05205146254327972,Operation code
categorical,20004,both_sexes,1209,"",2038,179157,0.07137361305781278,Operation code
categorical,20004,both_sexes,1216,"",2564,178631,0.030144494212969608,Operation code
categorical,20004,both_sexes,1217,"",1260,179935,0.0,Operation code
categorical,20004,both_sexes,1218,"",9955,171240,0.010198558656638637,Operation code
categorical,20004,both_sexes,1219,"",1035,393748,0.0,Operation code
categorical,20004,both_sexes,1224,"",631,394152,0.08640419045945166,Operation code
categorical,20004,both_sexes,1228,"",384,394399,0.11798172401604287,Operation code
categorical,20004,both_sexes,1229,"",542,394241,0.05140875722290575,Operation code
categorical,20004,both_sexes,1232,"",182,394601,0.0,Operation code
categorical,20004,both_sexes,1296,"",3219,391564,0.0,Operation code
categorical,20004,both_sexes,1297,"",11363,383420,0.0,Operation code
categorical,20004,both_sexes,1318,"",6300,388483,0.02894758631410949,Operation code
categorical,20004,both_sexes,1319,"",4912,389871,0.039186607219493845,Operation code
categorical,20004,both_sexes,1320,"",4801,389982,0.019313215380584132,Operation code
categorical,20004,both_sexes,1354,"",2247,211341,0.0,Operation code
categorical,20004,both_sexes,1355,"",16774,196814,0.018177670901727713,Operation code
categorical,20004,both_sexes,1356,"",2364,211224,0.0,Operation code
categorical,20004,both_sexes,1357,"",40027,173561,0.022548365886461634,Operation code
categorical,20004,both_sexes,1358,"",685,212903,0.0,Operation code
categorical,20004,both_sexes,1360,"",2026,211562,0.0,Operation code
categorical,20004,both_sexes,1361,"",3692,209896,0.05077964073509251,Operation code
categorical,20004,both_sexes,1362,"",17169,196419,0.0,Operation code
categorical,20004,both_sexes,1363,"",642,212946,0.0,Operation code
categorical,20004,both_sexes,1365,"",1336,212252,0.032781865248636896,Operation code
categorical,20004,both_sexes,1368,"",3938,209650,0.028592087245420377,Operation code
categorical,20004,both_sexes,1369,"",12797,200791,0.014894868583786587,Operation code
categorical,20004,both_sexes,1370,"",2892,210696,0.016304244552922866,Operation code
categorical,20004,both_sexes,1393,"",249,394534,0.12393543124604373,Operation code
categorical,20004,both_sexes,1402,"",2563,392220,0.04238960982262992,Operation code
categorical,20004,both_sexes,1403,"",13217,381566,0.02216994545969923,Operation code
categorical,20004,both_sexes,1404,"",3495,391288,0.04217950531295806,Operation code
categorical,20004,both_sexes,1405,"",1516,393267,0.0284547622475682,Operation code
categorical,20004,both_sexes,1427,"",2528,392255,0.0,Operation code
categorical,20004,both_sexes,1428,"",487,394296,0.15208382976442048,Operation code
categorical,20004,both_sexes,1429,"",2069,392714,0.0,Operation code
categorical,20004,both_sexes,1431,"",728,394055,0.0,Operation code
categorical,20004,both_sexes,1432,"",3721,391062,0.07325709009468338,Operation code
categorical,20004,both_sexes,1434,"",3681,391102,0.0,Operation code
categorical,20004,both_sexes,1435,"",4226,390557,0.036392971412729715,Operation code
categorical,20004,both_sexes,1436,"",560,394223,0.0,Operation code
categorical,20004,both_sexes,1437,"",2339,392444,0.051183629047211805,Operation code
categorical,20004,both_sexes,1438,"",148,394635,0.0,Operation code
categorical,20004,both_sexes,1439,"",18133,376650,0.0,Operation code
categorical,20004,both_sexes,1440,"",176,394607,0.09027944720561157,Operation code
categorical,20004,both_sexes,1442,"",374,394409,0.0,Operation code
categorical,20004,both_sexes,1443,"",488,394295,0.0,Operation code
categorical,20004,both_sexes,1444,"",672,394111,0.0,Operation code
categorical,20004,both_sexes,1447,"",1220,393563,0.0,Operation code
categorical,20004,both_sexes,1448,"",2273,392510,0.03803636775288781,Operation code
categorical,20004,both_sexes,1449,"",452,394331,0.0,Operation code
categorical,20004,both_sexes,1450,"",343,394440,0.0,Operation code
categorical,20004,both_sexes,1452,"",228,394555,0.0,Operation code
categorical,20004,both_sexes,1453,"",831,393952,0.07530835977309108,Operation code
categorical,20004,both_sexes,1455,"",15690,379093,0.052809321323197586,Operation code
categorical,20004,both_sexes,1458,"",47006,347777,0.011341182562641598,Operation code
categorical,20004,both_sexes,1459,"",733,394050,0.14926951644794217,Operation code
categorical,20004,both_sexes,1460,"",2444,392339,0.0,Operation code
categorical,20004,both_sexes,1461,"",1097,393686,0.0832979006410446,Operation code
categorical,20004,both_sexes,1462,"",669,394114,0.0,Operation code
categorical,20004,both_sexes,1463,"",1616,393167,0.0,Operation code
categorical,20004,both_sexes,1464,"",1704,393079,0.024281606815721384,Operation code
categorical,20004,both_sexes,1465,"",555,394228,0.0,Operation code
categorical,20004,both_sexes,1466,"",2427,392356,0.0,Operation code
categorical,20004,both_sexes,1467,"",1618,393165,0.0,Operation code
categorical,20004,both_sexes,1468,"",212,394571,0.0,Operation code
categorical,20004,both_sexes,1470,"",542,394241,0.0,Operation code
categorical,20004,both_sexes,1471,"",843,393940,0.0,Operation code
categorical,20004,both_sexes,1472,"",229,394554,0.0,Operation code
categorical,20004,both_sexes,1474,"",3381,391402,0.01758059231413418,Operation code
categorical,20004,both_sexes,1475,"",968,212620,0.0,Operation code
categorical,20004,both_sexes,1477,"",19851,193737,0.010889636636779977,Operation code
categorical,20004,both_sexes,1478,"",61417,333366,0.019470966610833428,Operation code
categorical,20004,both_sexes,1479,"",16135,378648,0.06839527078525957,Operation code
categorical,20004,both_sexes,1480,"",15530,379253,0.013313152474379015,Operation code
categorical,20004,both_sexes,1481,"",2927,391856,0.0,Operation code
categorical,20004,both_sexes,1482,"",961,393822,0.041447993279304866,Operation code
categorical,20004,both_sexes,1483,"",6956,387827,0.05021026511775604,Operation code
categorical,20004,both_sexes,1484,"",2248,392535,0.07362018642811012,Operation code
categorical,20004,both_sexes,1485,"",1220,393563,0.0,Operation code
categorical,20004,both_sexes,1486,"",2194,392589,0.0,Operation code
categorical,20004,both_sexes,1487,"",1429,393354,0.0,Operation code
categorical,20004,both_sexes,1488,"",3728,209860,0.04146022595434617,Operation code
categorical,20004,both_sexes,1489,"",1211,179984,0.05413815569778571,Operation code
categorical,20004,both_sexes,1491,"",5272,389511,0.04933636346279779,Operation code
categorical,20004,both_sexes,1492,"",3383,391400,0.0642604371241287,Operation code
categorical,20004,both_sexes,1493,"",8731,386052,0.01986976708841018,Operation code
categorical,20004,both_sexes,1494,"",7780,387003,0.0,Operation code
categorical,20004,both_sexes,1495,"",1887,392896,0.0,Operation code
categorical,20004,both_sexes,1496,"",13099,381684,0.0,Operation code
categorical,20004,both_sexes,1497,"",1542,393241,0.019170882685391348,Operation code
categorical,20004,both_sexes,1498,"",2210,392573,0.016203926296158185,Operation code
categorical,20004,both_sexes,1499,"",5934,388849,0.0,Operation code
categorical,20004,both_sexes,1500,"",2399,392384,0.0,Operation code
categorical,20004,both_sexes,1501,"",4145,390638,0.06810768611832753,Operation code
categorical,20004,both_sexes,1502,"",1951,392832,0.050264664409475523,Operation code
categorical,20004,both_sexes,1503,"",4780,208808,0.04749019191142247,Operation code
categorical,20004,both_sexes,1504,"",5549,389234,0.0223750502196326,Operation code
categorical,20004,both_sexes,1505,"",1193,212395,0.0,Operation code
categorical,20004,both_sexes,1506,"",4653,208935,0.02577997594388678,Operation code
categorical,20004,both_sexes,1507,"",2269,211319,0.0,Operation code
categorical,20004,both_sexes,1508,"",1662,211926,0.0,Operation code
categorical,20004,both_sexes,1509,"",2122,211466,0.0,Operation code
categorical,20004,both_sexes,1510,"",22555,191033,0.0,Operation code
categorical,20004,both_sexes,1511,"",1621,211967,0.03684885847619404,Operation code
categorical,20004,both_sexes,1512,"",3387,210201,0.0200704292370527,Operation code
categorical,20004,both_sexes,1513,"",3637,209951,0.0265899909277839,Operation code
categorical,20004,both_sexes,1514,"",2648,392135,0.027417803783607368,Operation code
categorical,20004,both_sexes,1515,"",360,394423,0.0,Operation code
categorical,20004,both_sexes,1516,"",476,394307,0.0,Operation code
categorical,20004,both_sexes,1517,"",7933,386850,0.0,Operation code
categorical,20004,both_sexes,1518,"",345,394438,0.14647919841381216,Operation code
categorical,20004,both_sexes,1519,"",7758,387025,0.0,Operation code
categorical,20004,both_sexes,1520,"",6791,206797,0.015946313867421395,Operation code
categorical,20004,both_sexes,1521,"",1355,212233,0.02851685161009671,Operation code
categorical,20004,both_sexes,1522,"",1627,211961,0.0,Operation code
categorical,20004,both_sexes,1523,"",499,180696,0.0,Operation code
categorical,20004,both_sexes,1525,"",763,394020,0.10930085471747633,Operation code
categorical,20004,both_sexes,1526,"",163,394620,0.2641696558863095,Operation code
categorical,20004,both_sexes,1527,"",1024,393759,0.0,Operation code
categorical,20004,both_sexes,1528,"",331,394452,0.14747169616443723,Operation code
categorical,20004,both_sexes,1531,"",1441,393342,0.0,Operation code
categorical,20004,both_sexes,1532,"",1062,393721,0.0,Operation code
categorical,20004,both_sexes,1533,"",653,394130,0.0,Operation code
categorical,20004,both_sexes,1534,"",1772,393011,0.0,Operation code
categorical,20004,both_sexes,1535,"",419,394364,0.0,Operation code
categorical,20004,both_sexes,1536,"",625,394158,0.0,Operation code
categorical,20004,both_sexes,1537,"",808,393975,0.0,Operation code
categorical,20004,both_sexes,1538,"",280,213308,0.0,Operation code
categorical,20004,both_sexes,1539,"",555,213033,0.04436136176156983,Operation code
categorical,20004,both_sexes,1541,"",374,213214,0.11991120643781542,Operation code
categorical,20004,both_sexes,1542,"",653,212935,0.02761438159756644,Operation code
categorical,20004,both_sexes,1543,"",280,213308,0.1046435256474352,Operation code
categorical,20004,both_sexes,1544,"",407,213181,0.14442373370440456,Operation code
categorical,20004,both_sexes,1545,"",228,394555,0.0,Operation code
categorical,20004,both_sexes,1547,"",359,394424,0.0,Operation code
categorical,20004,both_sexes,1548,"",282,394501,0.0,Operation code
categorical,20004,both_sexes,1553,"",258,394525,0.08060846633245508,Operation code
categorical,20004,both_sexes,1556,"",651,394132,0.021892914862769338,Operation code
categorical,20004,both_sexes,1557,"",2287,392496,0.016115239839936162,Operation code
categorical,20004,both_sexes,1558,"",1347,393436,0.0,Operation code
categorical,20004,both_sexes,1559,"",1188,393595,0.0634544707784114,Operation code
categorical,20004,both_sexes,1560,"",170,394613,0.0,Operation code
categorical,20004,both_sexes,1561,"",17949,376834,0.015088373164499541,Operation code
categorical,20004,both_sexes,1562,"",2214,392569,0.06166850525842945,Operation code
categorical,20004,both_sexes,1563,"",5758,389025,0.03699016354423217,Operation code
categorical,20004,both_sexes,1564,"",352,394431,0.0,Operation code
categorical,20004,both_sexes,1573,"",212,394571,0.0,Operation code
categorical,20004,both_sexes,1579,"",553,394230,0.05635517865964375,Operation code
categorical,20004,both_sexes,1583,"",199,394584,0.2758641253359872,Operation code
categorical,20004,both_sexes,1587,"",280,394503,0.0,Operation code
categorical,20004,both_sexes,1588,"",318,180877,0.0,Operation code
categorical,20004,both_sexes,1589,"",177,181018,0.13806650435842713,Operation code
categorical,20004,both_sexes,1590,"",540,394243,0.20457295874518286,Operation code
categorical,20004,both_sexes,1591,"",291,394492,0.08286841787305992,Operation code
categorical,20004,both_sexes,1593,"",736,394047,0.07104513662213413,Operation code
categorical,20004,both_sexes,1594,"",651,394132,0.0,Operation code
categorical,20004,both_sexes,1596,"",964,393819,0.06956849371969996,Operation code
categorical,20004,both_sexes,1617,"",265,180930,0.0,Operation code
categorical,20116,both_sexes,0,"",213273,179971,0.015180004215524177,Smoking status
categorical,20116,both_sexes,1,"",139663,253581,0.0,Smoking status
categorical,20116,both_sexes,2,"",40308,352936,0.022187333856908777,Smoking status
categorical,20117,both_sexes,0,"",12289,382000,0.02098343356402866,Alcohol drinker status
categorical,20117,both_sexes,1,"",13617,380672,0.01085281373740676,Alcohol drinker status
categorical,20117,both_sexes,2,"",368383,25906,0.012234909764154527,Alcohol drinker status
categorical,20122,both_sexes,"","",535,604,0.031158428159702798,Bipolar disorder status
categorical,20126,both_sexes,0,"",68647,26490,0.012732426980251977,Bipolar and major depression status
categorical,20126,both_sexes,1,"",604,94533,0.017204266011229725,Bipolar and major depression status
categorical,20126,both_sexes,2,"",535,94602,0.0,Bipolar and major depression status
categorical,20126,both_sexes,3,"",6823,88314,0.01759724663424437,Bipolar and major depression status
categorical,20126,both_sexes,4,"",12087,83050,0.00993706115134969,Bipolar and major depression status
categorical,20126,both_sexes,5,"",6441,88696,0.0,Bipolar and major depression status
categorical,20401,both_sexes,"","",7518,119350,0.017740631724925814,Ever addicted to any substance or behaviour
categorical,20404,both_sexes,"","",786,2016,0.008833258475356357,Ever physically dependent on alcohol
categorical,20406,both_sexes,"","",2938,4031,0.029644544546464518,Ever addicted to alcohol
categorical,20415,both_sexes,"","",1273,1620,0.024376419178821995,Ongoing addiction to alcohol
categorical,20417,both_sexes,"","",14153,21971,0.01497282456925525,"Tense, sore, or aching muscles during worst period of anxiety"
categorical,20456,both_sexes,"","",545,6887,0.0732191565485112,Ever addicted to illicit or recreational drugs
categorical,20463,both_sexes,"","",2205,125502,0.023525240856497452,Ever heard an un-real voice
categorical,20466,both_sexes,"","",688,5539,0.0,Ever prescribed a medication for unusual or psychotic experiences
categorical,20468,both_sexes,"","",999,127004,0.04966351347202652,Ever believed in an un-real conspiracy against self
categorical,20471,both_sexes,"","",4082,122857,0.019372199371122795,Ever seen an un-real vision
categorical,20474,both_sexes,"","",880,127054,0.0,Ever believed in un-real communications or signs
categorical,20477,both_sexes,"","",1311,4933,0.0,Ever talked to a health professional about unusual or psychotic experiences
categorical,20480,both_sexes,"","",5495,122440,0.01101952088813107,Ever self-harmed
categorical,20481,both_sexes,"","",475,4999,0.022850659222367467,Self-harmed in past year
categorical,20483,both_sexes,"","",2830,2489,0.025985186980946273,Ever attempted suicide
categorical,20486,both_sexes,"","",3748,15015,0.023717114176673135,Contemplated self-harm in past year
categorical,20499,both_sexes,"","",50031,77843,0.0,Ever sought or received professional help for mental distress
categorical,20500,both_sexes,"","",42172,84460,0.0,Ever suffered mental distress preventing usual activities
categorical,20501,both_sexes,"","",5284,120090,0.019820947396678862,Ever had period of mania / excitability
categorical,20502,both_sexes,"","",32412,91942,0.010878130890436762,Ever had period extreme irritability
categorical,20503,both_sexes,"","",1054,6357,0.017707537548490856,Ever addicted to prescription or over-the-counter medication
categorical,20504,both_sexes,"","",443,605,0.04663777054649626,Ongoing addiction or dependence to over-the-counter medication
categorical,20534,both_sexes,"","",10225,39517,0.0,Sleeping too much
categorical,20535,both_sexes,"","",37707,12035,0.0,Waking too early
categorical,20536,both_sexes,0,"",24963,36683,0.011735160107460696,Weight change during worst episode of depression
categorical,20536,both_sexes,1,"",10640,51006,0.008816093656223779,Weight change during worst episode of depression
categorical,20536,both_sexes,2,"",22141,39505,0.008893309760214118,Weight change during worst episode of depression
categorical,20536,both_sexes,3,"",3902,57744,0.01799131424573882,Weight change during worst episode of depression
categorical,20544,both_sexes,1,"",1584,126349,0.05036837321140666,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,10,"",659,127267,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,11,"",27402,100595,0.01236637113981644,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,12,"",379,71567,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,13,"",531,127393,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,14,"",174,127749,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,15,"",18201,109768,0.011504942179877173,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,16,"",680,71267,0.11122577287409204,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,17,"",503,127421,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,3,"",479,127445,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,4,"",276,127648,0.0,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,5,"",1748,126180,0.035501420201569545,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,6,"",7159,120781,0.01735882511925603,Mental health problems ever diagnosed by a professional
categorical,20544,both_sexes,7,"",789,127139,0.0739564111844348,Mental health problems ever diagnosed by a professional
categorical,20546,both_sexes,1,"",4453,123523,0.018777685296114618,Substances taken for depression
categorical,20546,both_sexes,3,"",30884,97092,0.010691777254176695,Substances taken for depression
categorical,20546,both_sexes,4,"",9299,118677,0.012049808774263003,Substances taken for depression
categorical,2090,both_sexes,"","",135495,256629,0.0,"Seen doctor (GP) for nerves, anxiety, tension or depression"
categorical,2100,both_sexes,"","",44916,348150,0.013466651002514339,"Seen a psychiatrist for nerves, anxiety, tension or depression"
categorical,22126,both_sexes,"","",22541,77336,0.0267848047095893,Doctor diagnosed hayfever or allergic rhinitis
categorical,22127,both_sexes,"","",12644,87233,0.04242124576110465,Doctor diagnosed asthma
categorical,22128,both_sexes,"","",302,99575,0.0,Doctor diagnosed emphysema
categorical,22129,both_sexes,"","",1141,98736,0.0,Doctor diagnosed chronic bronchitis
categorical,22130,both_sexes,"","",1460,98417,0.08133057853430498,Doctor diagnosed COPD (chronic obstructive pulmonary disease)
categorical,22133,both_sexes,"","",431,99446,0.1282900805707092,Doctor diagnosed sarcoidosis
categorical,22134,both_sexes,"","",887,98990,0.12635855250720318,Doctor diagnosed bronchiectasis
categorical,22137,both_sexes,"","",523,99354,0.0,Doctor diagnosed tuberculosis
categorical,2316,both_sexes,"","",81079,306470,0.018179235590203374,Wheeze or whistling in the chest in last year
categorical,2335,both_sexes,"","",61674,329192,0.012526098256576421,Chest pain or discomfort
categorical,2443,both_sexes,"","",18980,374778,0.06517718069200354,Diabetes diagnosed by doctor
categorical,2453,both_sexes,"","",30948,362566,0.0,Cancer diagnosed by doctor
categorical,2463,both_sexes,"","",37911,354806,0.011267654740297325,Fractured/broken bones in last 5 years
categorical,2724,both_sexes,"","",131351,47938,0.04055609458635649,Had menopause
categorical,2814,both_sexes,"","",84044,128935,0.011916527049265936,Ever used hormone-replacement therapy (HRT)
categorical,2834,both_sexes,"","",17297,193315,0.019615736463139574,Bilateral oophorectomy (both ovaries removed)
categorical,3079,both_sexes,"","",1246,393239,0.030251299959171207,Pace-maker
